,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139
Aamir_Khan_c_0.jpg,88.98230930589622,93.1906380934904,105.4632681589119,84.24275438743638,125.65790418326088,90.88152480194245,157.22563358568138,91.59235623313887,194.4207032082807,94.0188554990514,221.80110368851257,116.58013142065502,110.78595657168458,190.1783093883121,125.99114005880324,190.47774987282074,164.38463109260906,201.2195587298339,126.71114570779832,202.2608060353824,118.22578582923828,25.738864521315875,161.92767324174866,40.50817226068581,208.38164228981358,43.83027522403155,86.27605066472105,146.81055403794244,87.63394399666467,153.96994810522276,87.99394682116223,159.86147618650358,89.35184015310584,167.0208702537839,92.02656783396976,173.13629925942303,94.54182359409657,180.4076437888825,97.21655127496052,186.52307279452162,99.89127895582445,192.63850180016075,101.24917228776806,199.79789586744104,103.92389996863199,205.9133248730802,106.59862764949594,212.0287538787193,109.27335533035988,218.14418288435846,112.10755493196093,223.10369636617727,116.0991169617452,228.1751603101752,121.40751334044978,232.20265919253197,128.0327440680747,235.18619301324756,136.29375298609418,234.81393072468128,144.7142338248508,233.28575291229467,153.1347146636074,231.75757509990805,160.39783307418082,230.11744682534228,168.9777858336746,227.43335348913533,175.24301373680194,224.52535922857012,182.82507598884962,220.57339990636368,190.24766632016016,217.77735610797757,196.3534223025504,216.02527737123265,203.77601263386094,213.2292335728466,209.88176861625115,211.47715483610168,217.1448870268246,209.8370265615359,225.72483978631834,207.15293322532895,230.99217718199964,202.9770729787642,237.57634892660127,197.75724767055831,240.6884333866533,192.20157097581492,244.9578802748885,186.7578447432507,248.2294366556777,180.04625252468702,250.1841586875465,174.37862536776447,251.14099021196927,167.4431322248425,253.09571224383814,161.77550506791994,254.21201568899804,153.6840964011776,253.85201286450047,147.7925683198968,253.65148196074006,140.74512471479562,253.45095105697965,133.69768110969446,87.7934159174018,152.81403258140242,95.6170680562332,164.11287599321864,113.29644832045537,163.48030187826524,131.13530050541465,161.69181223949153,134.04685406170626,149.088691939647,102.51541963095303,122.61186759786574,91.73915495280674,115.71278535697255,80.36606157473521,121.64072434028219,90.14443574543544,127.27194059517589,143.3420484588391,124.21830272649538,157.50828245548837,115.04651809608302,174.86871887823628,116.7257750287703,160.86195680232413,124.74164413536232,90.9417953491211,121.49236297607422,159.18511962890625,119.89408111572266,126.35114288330078,196.3692779541016
Aamir_Khan_c_10.jpg,57.74691772460935,110.62268846113605,84.01159866333006,96.03102889846969,115.25666702270506,106.94636860941793,136.70456893920897,106.44405145330742,165.90358779907226,94.11309066604781,190.3291357421875,106.35285684774209,93.1995733642578,195.98098800156143,127.30198745727539,190.52345393254208,157.52403106689454,189.81564339438637,126.38001495361328,203.35686766236694,77.93119430541991,40.267306820376895,131.58944519042967,48.32830020778781,168.60694915771484,40.4730717753316,44.271485290527316,152.86788308279856,45.28007400512693,160.9972384777698,45.31375808715818,169.14942647074608,45.34744216918943,177.30161446372233,46.351218872070284,184.26637157398267,48.33471221923825,192.3728943709489,49.33848892211911,199.33765148120924,52.296886901855444,207.42134168017043,55.24566085815427,213.17583530970984,59.17415145874021,220.07209462595512,64.07273468017576,225.78092305948445,68.96650588989256,230.32515320830294,74.83036972045898,233.68195247440548,80.69904556274412,238.20335002521892,87.53300201416015,240.37271840860558,93.39686584472655,243.72951767470812,99.25591766357421,245.92171865609976,106.08506210327147,246.9264887547755,112.9190185546875,249.09585713816216,118.7732583618164,250.1234598348429,124.62268615722655,249.98646424681277,131.44701858520506,249.82663606077762,138.26172698974608,247.33761130532065,144.1063427734375,246.03601743257963,149.94614654541016,243.5698252751277,156.76085494995115,241.0808005196708,162.59584671020508,237.45001007750795,167.45112182617189,232.67745394863925,173.28611358642578,229.04666350647642,178.13657669067382,223.10950909289687,182.99185180664062,218.33695296402814,187.84231491088866,212.39979855044857,190.73815673828125,205.34371104816813,193.6339985656738,198.2876235458877,195.55493576049804,191.25436864161227,197.4710609436035,183.05651545262597,198.41709350585936,176.0460931463556,198.3834094238281,167.89390515337934,199.32462997436522,159.71888456239805,199.29575790405272,152.73129485413267,199.26207382202148,144.57910686115642,105.72897323608397,160.7462156861693,112.6110498046875,174.56156691666487,128.23358398437497,180.019236772139,142.8330934143066,173.8537563785092,149.5948696899414,158.5541504912324,105.58461288452148,125.80826714484246,92.86754455566405,115.6237063565097,78.26803512573241,121.78918675013952,89.99576278686523,128.5027852823446,146.5354194641113,126.01389631334243,158.18615493774413,114.0939222901732,172.8337844848633,119.57442474365234,161.16380096435546,126.83600562797798,90.94179534912108,121.49236297607422,159.18511962890625,119.89408111572266,126.35114288330078,196.36927795410156
Aamir_Khan_c_12.jpg,60.53839468132405,110.7043184866622,84.73709315932673,96.67608652883551,111.9864779963126,108.67795098999943,137.18553921181717,107.68544446102175,165.58408122573735,93.49179474836542,190.73767747363758,104.48661143131444,94.87298225828563,192.16112783717517,127.45070191375761,183.25084364783774,158.92472935989963,188.54875042039384,126.30154473682332,209.44635782165798,78.62332090474105,47.88516365774338,128.9966442625115,52.4386905335662,167.86586286411335,45.45979302324376,43.58609291934882,151.68698576427963,44.611254730089456,158.18417125935042,44.582322477977606,165.81246784875833,45.60748428871823,172.30965334382913,46.63264609945887,178.80683883889992,47.65367473132637,186.39378098960043,49.72879742604636,192.84961204596382,52.8538810047457,199.26408866361984,55.97896458344505,205.67856528127584,59.10404816214441,212.09304189893183,63.283225803696226,217.3764074222507,67.46240344524806,222.6597729455696,72.69154197077924,227.9017840301811,77.92481367518354,232.05403845916288,83.15808537958785,236.20629288814465,88.39549026286527,239.26879066149675,93.6328951461427,242.33128843484886,99.92026091339947,245.3524317694935,106.2117598595294,247.28381844850847,113.55321968963865,249.1738506888161,119.85298499351482,248.92572405657162,127.20271118137033,248.63624298561982,133.50247648524646,248.3881163533754,140.8604690308482,245.91912197116417,147.16850069247062,243.49148202766034,153.4806655329661,239.97408542852682,158.7428694894823,236.4980432681007,164.00920662487152,231.93224445204487,169.2755437602608,227.36644563598904,174.5460140745232,221.71089016430352,178.76239032593315,217.1864457869551,182.98289975621617,211.57224475397697,187.20340918649924,205.95804372099886,191.4280517956554,199.25408603239103,193.5527726368528,192.63283722119803,195.67749347805028,186.011588410005,197.8022143192477,179.39033959881198,199.92693516044517,172.76909078761898,201.00582829653638,165.09943975950367,203.1305491377338,158.47819094831064,204.20530909495187,151.89829657582504,100.25918158099543,155.99238600785802,107.55517644350036,169.8697414600923,125.38384557678386,174.61549928021495,143.25384649879857,168.4636905440406,149.60734312802526,154.04872738861005,105.62471500933964,125.27242745668937,93.0582498325723,117.05062747614059,78.34639792024193,120.89885958493335,89.87116857077612,126.98250069293013,146.57318948453457,123.65960434710061,158.15582463929252,114.48665227628157,171.78878341553167,118.30807119560413,161.26437550249938,125.26015551645636,90.9417953491211,121.49236297607422,159.18511962890625,119.89408111572266,126.3511428833008,196.36927795410156
Aamir_Khan_c_14.jpg,67.16677406773884,100.87942516837268,95.67110654463868,91.5431935581255,124.00836535676407,103.01563595212,139.56237338852716,103.92884112458097,165.70591110376623,90.45044833313946,185.5741200598429,100.69167183814349,89.46129738273939,194.06995367323745,126.10825405833515,189.34879718012675,153.22592096416858,191.20783022447205,126.18664310925834,204.4334546982308,91.12173846755557,36.96120267127019,139.32978012648965,45.93037131015628,169.62559288273187,37.099676335274616,32.63000165664222,140.9557538490403,31.162373143920625,149.81085824564119,30.102133230207013,157.62226667208768,29.041893316493415,165.43367509853417,28.87739354245101,173.4978518426634,29.608633908079796,181.8147969044754,30.747262872716576,189.08804599613302,32.78163197702455,196.6140634054734,34.81600108133252,204.14008081481373,36.85037018564051,211.66609822415407,40.18786802862767,218.4011879810228,43.525365871614845,225.13627773789145,47.27025231361001,230.82767152460573,52.31826749428437,235.72813765884834,57.36628267495874,240.628603793091,63.310037995304285,245.78183824501636,68.76544177498667,249.6386084091046,74.62823415367701,252.45168260303834,80.97937807303057,256.5612210848093,86.8421704517209,259.37429527874303,93.5197400284273,260.099977532368,101.09304974480483,261.0784281036757,108.17800792051918,260.7604143871462,115.67035469524154,259.3987047004623,123.16270146996388,258.0369950137784,130.16669670402305,255.3788210392573,137.089728996427,250.38048680674459,144.42014988783896,244.3384566040775,150.44744204057173,239.08735405388202,156.8821227923125,232.79255553353212,162.42106340438207,226.24498869549947,167.96000401645165,219.69742185746682,172.60320448885005,212.89708670175136,177.65379356025642,205.05305557588153,181.4012538929836,197.99995210248338,185.55610282471878,189.90315265893074,187.91947147711156,181.3008165800126,191.17858026917557,172.95124881877723,192.64620878189717,164.09614442217634,194.602188835282,156.5375043134126,197.86129762734598,148.18793655217723,97.53068031197617,158.11137675204495,99.40054964224174,173.70157090551456,114.70909495830725,180.33879256411316,132.70743458411835,174.9898219156476,142.4012241279231,160.34545563406235,103.80858296187058,121.64726319548691,91.67560960548187,117.06481077777377,78.07500773637155,121.33746275666155,90.20798109276026,125.9199151743747,146.31833201615672,119.73918089630999,159.51154528625904,116.51022488757664,172.54025878231897,121.34544562297253,158.85869397155344,123.2779373438687,90.94179534912107,121.49236297607422,159.18511962890625,119.89408111572266,126.35114288330075,196.3692779541016
Aamir_Khan_c_2.jpg,66.49881544552848,107.84734333111108,85.84532447535963,98.65312261232702,110.185180927877,110.2243536432142,135.88735312991,109.36663579410136,160.97078462549158,96.0661862605327,187.08545063182547,103.50362286772373,97.31645391855405,189.94806144726488,125.15436775316684,192.21480932372174,157.63555237447133,188.29464836909017,127.59947973897232,201.5606408915194,79.35668701208262,47.81773595855424,124.2398276245651,54.349214901037186,159.43478830213198,45.265256617899354,58.449755285047736,145.10662436219963,58.810687363811034,152.3648845114655,60.11058594502021,158.5931417559213,60.419956298245886,164.81450759814922,61.77141660499267,172.079659149643,64.06184341418532,178.31480779632668,66.35227022337796,184.54995644301036,68.64269703257062,190.78510508969404,71.92365206974677,197.02714513860562,76.19513533490638,203.2760765897451,80.41505687452839,208.48811373384657,84.63497841415038,213.70015087794803,88.8548999537724,218.91218802204952,93.02325976785679,223.08733085911302,98.23370953546227,228.3062594054424,102.40206934954666,232.48140224250588,107.56095739161454,236.6634364817973,113.60725021059068,238.77857350924057,119.60198130402921,239.85681622964591,126.63880235098881,241.97884465931713,132.5819717188897,242.02019307268444,138.5251410867906,242.0615414860518,145.4072769571374,241.072886994609,151.24732287396304,239.0404467939004,157.08736879078873,237.0080065931918,162.92741470761442,234.97556639248313,167.67380894538138,230.86244617547067,171.42967495516487,226.74243455623028,176.12450746739424,221.5924200321798,179.82881175164007,216.43551410590143,182.54258780790246,211.2717167773952,186.24689209214833,206.11481085111683,189.89963465085657,199.92101061780048,192.61341070711896,194.7572132892942,195.27562503784372,188.55652165375,196.94731114058501,182.34893861597786,198.5674355177887,175.10446127116776,200.23912162052997,168.89687823339563,201.91080772327126,162.6892951956235,202.54040387249145,155.4379264485855,203.17000002171162,148.18655770154749,105.67488443226047,158.91014625840424,113.17576100905862,170.3642234514173,127.4040882795907,177.71896323187363,140.85898966705855,169.52028840676022,145.24445182606223,158.14890804048184,104.86075226642747,122.62573691430269,91.67451494941649,116.31478284311221,78.06492838533578,121.40277474711168,91.19960397680914,126.67683451126418,144.48188138576683,122.90139300341828,157.9883444987723,115.73961248534285,173.0009530951374,118.95366643987514,160.4334564845778,125.08544405314048,90.94179534912107,121.49236297607423,159.18511962890625,119.89408111572267,126.35114288330075,196.36927795410156
Aamir_Khan_c_7.jpg,58.35023806122106,107.68994149748343,80.94114019217564,95.79603139880172,108.07912213400647,110.80931142627392,130.12438993191276,110.97198325529227,160.0916151640992,91.77603244068733,189.19853814381858,101.69935150602652,96.42142587417774,192.4952135870097,126.16636975239717,192.36439313446638,162.55722926789664,192.98322907406475,126.58210929693024,201.37538397864554,74.18546787011886,44.901459823631214,125.10669223411506,49.98134469344477,158.88190475356342,41.673044726453014,62.58264995267854,151.6598195758814,63.95976337479293,157.62521933653963,65.33687679690733,163.5906190971979,66.71399021902172,169.55601885785615,68.09110364113613,175.5214186185144,70.56817078900953,181.44489091037812,71.94528421112393,187.4102906710364,74.46854464172324,194.3349841678089,75.79946478111175,199.29916272355837,78.32272521171105,206.2238562203309,80.79979235958447,212.14732851219463,84.37681323321691,218.02887333526382,87.95383410684936,223.91041815833304,91.48466169775588,228.79074177649346,97.21539674018047,233.58721045706483,102.85374521715326,236.38123672781862,109.54585413715917,238.13211432486906,116.23796305716508,239.8829919219195,123.93763913747824,239.58949964035787,130.53736149203235,239.33793482759074,137.13708384658648,239.08637001482361,143.7368062011406,238.8348052020565,150.2903352729688,237.58201918438056,156.84386434479703,236.32923316670463,163.35120013389934,234.0752259441199,169.85853592300168,231.82121872153516,175.2197247036191,228.60791776283617,180.53472020151065,224.39339559922837,185.84971569940214,220.17887343562057,188.91861046304973,215.04698500469303,191.9875052266973,209.91509657376548,195.010206707619,203.78198693792916,198.03290818854066,197.6488773020928,199.95565594370333,191.557695135051,201.878403698866,185.46651296800917,203.80115145402868,179.37533080096736,204.6239454834323,173.32607610272007,205.44673951283593,167.27682140447277,205.12338653375465,160.26827297011118,205.94618056315832,154.2190182718639,205.66902086680295,148.2116910424111,105.98897136726518,161.0380815468918,109.843151937253,172.92695359941376,125.51966379423465,178.34729626574324,139.6342890981983,173.79735435177926,142.33363760003874,160.65569628158136,107.62587436640999,124.86833576379159,91.76458937852473,115.44310827782694,75.5424431884948,122.07934753919754,90.16519460244335,128.54283887923032,142.87058687342451,124.52787796727567,157.80800620679184,113.9286813550644,175.68442551529157,119.26516908380482,161.70838005950557,126.81877461249518,90.9417953491211,121.49236297607423,159.18511962890625,119.89408111572267,126.35114288330075,196.36927795410156
Aamir_Khan_c_9.jpg,66.66379739512567,101.87263822693757,82.48833635855411,101.50202214337779,102.27462145376894,114.16103103416555,120.0007166279226,112.73646367169809,154.38175074038296,95.78058918828552,192.57712005615232,102.96137013753255,105.65233526257498,184.74105683699898,123.76098623524538,188.354610816845,172.90662585714585,183.1659384818699,129.01781069105948,205.3915693598208,77.75025584787562,52.151596493928345,114.9565914784307,59.35554094839788,159.7635405609573,49.22140129199928,70.4072328296606,138.123948386372,72.00835579250167,146.16177902885104,74.5220012808537,153.16882189764493,77.03564676920571,160.1758647664388,79.54929225755772,167.18290763523268,82.97546027142066,173.15916273034136,86.47813944498695,180.14304209391275,89.98081861855324,187.12692145748414,93.48349779211954,194.11080082105553,97.89869949119675,200.06389241094175,102.31390119027398,206.01698400082793,106.7291028893512,211.97007559071415,112.05682711393933,216.89237940691518,116.39551765331319,221.8378467283387,121.72324187790134,226.76015054453973,127.96348862800042,230.6516665870556,134.12722421839615,233.53555836110874,142.1925160195171,235.36549885625422,149.19226297572035,236.21097858815952,157.10453245743457,236.02567054637964,163.95125709423115,234.85590174135953,170.7214705713244,232.67850866787674,177.49168404841765,230.50111559439395,184.1088752061042,226.30847398398578,190.80257752349408,223.1234566420403,196.5072461556697,219.9616028053173,202.13540362814197,215.7921247001316,208.7525947858285,211.59948308972344,214.38075225830073,207.43000498453776,220.00890973077298,203.26052687935206,224.57152235832766,198.10658801092617,229.13413498588227,192.9526491425003,232.63120276851927,186.81424951083417,235.139236865942,180.69901338439055,236.58172611844708,173.59931649470676,237.0351816857379,166.5227831102454,238.40115977853966,158.4154619520989,237.86558166061621,151.36209207286007,238.2425260682037,143.27793441993603,237.7069479502802,136.22456454069717,237.0948586726534,128.16357039299564,104.34603415668872,154.48916527789572,112.34042618903558,168.433760499816,128.3944986315741,171.0860172216443,143.83648179648577,165.67727979577106,145.80893777598504,152.5086737900886,103.79923325690669,121.1912374081819,90.55923955060432,116.45424163376074,77.93133512192877,119.77824000704115,91.32435114763783,126.53048431838766,145.4151591956097,121.22599445730015,158.87907499009285,115.86358404187189,174.0206249071204,119.54662853738537,160.55670911263726,124.90903895281363,90.94179534912108,121.49236297607422,159.18511962890625,119.89408111572266,126.35114288330075,196.36927795410156
Adam_Sandler_c_1.jpg,59.86594401549363,104.7105161187421,85.14650883456953,98.36789774137232,111.96602785803526,105.54539486588463,139.74501564922087,104.39715873174964,166.22972566647567,96.78223187939393,189.77810244429642,102.1932188083976,96.65970189935612,193.7931210081968,126.26101030754884,188.63027876089495,148.0514777473176,189.6312982003136,126.28673160434569,204.79385155685344,83.1826130482168,62.31635906941558,129.7578081034627,63.243770161476064,167.10554620112433,60.341639830205615,44.30218901492006,128.98952548676561,45.905554498265005,134.08506738589585,46.76840634755223,138.39619453137632,48.52631568560423,142.80616202096132,49.38916753489144,147.11728916644182,51.14707687294345,151.52725665602682,51.855384867523625,156.52395821105253,53.76783806028267,160.24835129109232,55.52574739833467,164.65831878067735,59.22831556862328,168.58039254892623,62.93088373891189,172.5024663171751,66.78799576390755,175.73896567587872,71.54016527766798,179.07430537868692,76.44687864613547,181.7240706719499,81.35359201460297,184.3738359652129,86.26030538307046,187.02360125847582,91.32156260624501,188.9877921421936,96.38281982941956,190.95198302591132,102.33913454135889,193.01501425373363,107.5549356192405,194.29363072790608,113.82033804059392,194.9855131366379,119.34522682788965,194.89298079172,125.76517310395012,194.89928879090655,131.59914960065993,193.43560762689816,137.43312609736975,191.97192646288977,142.68113281472893,189.0382561356863,147.77459567738103,186.79016021802812,153.02260239474018,183.85648989082472,157.22100776862752,181.509553629062,162.46901448598666,178.5758833018586,166.667419859874,176.22894704009582,171.02036908846839,173.1964363687879,175.52786217176978,169.4783512879347,179.14029776630647,165.66142586297696,182.7527333608431,161.8445004380192,184.57505397785025,157.82989432485238,186.5519184495644,153.12971380214032,188.3742390665715,149.11510768897347,190.35110353828566,144.4149271662614,191.43291052123504,139.6159062994448,191.4651161607126,135.40361949806885,105.99674446073452,144.23408283273113,107.56790430460192,153.5419115332373,122.93842546831016,154.53662297346938,136.82791936390296,153.96250490640188,141.52216194138902,145.34655861462753,107.36191785630118,121.9003403508656,90.81945713389159,117.96565058424353,74.2125851325269,122.45553442037331,90.90958970964354,125.70464977745016,142.76499712172617,119.48610374093128,159.2173252683838,115.68179431434673,175.60524213608633,120.30205849051403,159.1529139894287,124.10636791709858,90.9417953491211,121.49236297607423,159.18511962890625,119.89408111572266,126.3511428833008,196.36927795410156
Adam_Sandler_c_13.jpg,58.91981862463929,111.58995530130545,81.43203618949524,98.23736999916594,109.35292727498015,106.91273026892779,135.64939146532151,107.38817108053078,166.69886771123132,99.80405974555401,193.91682225998784,109.39404323931662,93.62622962209062,187.38149350333356,126.04881721084892,185.51151725865395,166.50603237607098,184.4384462454137,127.52394879401102,207.96960500412288,80.0551897981578,53.149137638801044,125.90283009446024,58.188654331577595,164.20022552934043,51.487476662753686,55.525404570859706,148.82238194236555,57.06605961523824,156.19370661123716,58.52294280885175,162.73643649082155,60.06359785323028,170.10776115969318,61.520481046843784,176.65049103927757,63.76407262795067,183.10719248414844,66.00766420905755,189.56389392901932,69.03796417765781,195.93456693917668,72.85497253375144,202.21921151462053,76.58820903908006,207.67526130077712,81.10815393190204,213.04528265222024,86.33103536145238,217.50068077966256,90.76720840350934,222.04210734181842,95.99008983305968,226.49750546926077,101.21297126261003,230.9529035967031,106.43585269216037,235.40830172414545,111.57496227094568,239.03510506230054,117.41700838645936,241.7472851764549,123.9619910387014,243.5448420666085,130.4232018401784,244.51380416747486,137.58734917838376,244.56814304434047,143.79724442756574,243.05132077734513,149.92336782598267,240.70590372106253,156.04949122439962,238.36048666477996,161.3051343845582,235.27250325392365,167.17994223068007,230.44130182977935,172.3518135400736,226.5247236296358,177.43991299870214,221.779550640205,181.8250759206023,217.94900087477495,186.9131753792308,213.20382788534417,191.13079459960093,207.71608854133967,195.34841381997106,202.22834919733515,198.77932465284783,196.82663828804417,202.12646363495955,190.59633258946593,203.81641399131954,183.70948897102747,205.50636434767955,176.82264535258903,207.2800865548045,170.76439652343782,208.09955667290612,163.13498655042565,209.0027986417727,156.33417136670073,209.9060406106393,149.53335618297578,210.02257419201254,142.81856943396437,106.42838259518246,156.66010718400995,110.21262922066786,170.48813329775246,126.61697177665546,175.39632291778008,143.50569704768455,169.3607234076466,146.8018259096395,154.75844138148244,103.86421695207514,123.43028717780692,91.3934163335544,118.09195538421173,78.35446114922715,122.86881793149044,90.5739462154528,125.7213653572239,147.46826566727069,122.01310242571262,158.93380407661118,117.40829674786093,171.15328914283685,120.26084417359442,159.52020703196632,123.2084602728716,90.94179534912111,121.49236297607422,159.18511962890625,119.89408111572266,126.35114288330078,196.36927795410156
Adam_Sandler_c_19.jpg,49.93420712844187,110.1093701901643,84.13205837397187,99.25085607703755,117.88672807020845,105.9577855280632,142.85827344627197,105.28151081840772,168.4876146040101,99.65246852930042,188.13455770557056,105.8669121046573,87.92966669423572,191.60029920863644,129.85473602405494,184.21811604154283,156.93809387188605,191.3555877611833,124.08695220025844,208.67427789070757,73.93998845879008,52.67605354935649,139.0467120414771,55.722863220362264,176.30497487846782,50.27863075882916,-1.553042503946621,151.54557431723183,-2.8686340672958073,161.45110947613554,-4.475028968663585,168.8033418332897,-5.316320972166165,177.50914460334224,-6.1576129756687585,186.21494737339478,-5.759502521459577,195.0745881674946,-4.8870925074038025,202.73449657274327,-2.7752800356362375,210.54824300203921,-0.6634675638686867,218.36198943133513,3.1620469254572328,225.12984149582718,8.226963872494942,232.0515315843665,13.766180379379229,237.77348928405468,19.77969644611011,242.29571459489165,27.032614970552796,246.97177792977595,34.75983305484205,250.44810887580906,42.487051139131296,253.9244398218422,51.927971240978906,256.35487640307144,60.12948888511478,258.6314749602534,68.80530608909721,259.70834112858427,77.48112329307965,260.7852072969151,86.15694049706211,261.86207346524594,95.30705726089113,261.7392072447256,104.45717402472016,261.6163410242053,113.60729078854918,261.493474803685,123.23170711222484,260.1708761943135,132.09102053803525,257.49470717204366,140.95033396384568,254.81853814977376,149.51884405163753,249.58906632575435,157.32225124156417,243.0060240888365,163.88625597377907,236.2691438278714,171.68966316370572,229.68610159095357,177.01426543820884,222.79538330594124,183.28746683240513,213.50520024322657,187.84696620904305,205.26091154531582,191.1670631279692,196.86278482335777,194.96145960674193,187.2649257125486,198.28155652566807,178.86679899059055,200.36225098688246,170.31483424458528,202.91724500794342,160.5631371097288,204.99793946915779,152.01117236372355,207.07863393037215,143.45920761771825,106.35116042261542,154.87010922639266,108.57028001057355,168.99019364803885,126.39621397838503,169.94419359584938,144.40564416802448,167.14515835305917,151.33664134389537,152.90220771089267,105.52382150364384,120.7851164628918,90.65099201110253,118.93906017432465,77.59917165231018,122.35344751330388,92.47200114485149,124.19950380187103,149.26989996721204,118.66337692334457,160.13371874859945,117.49461633802036,168.33523639273528,119.77121489520235,158.23652050921308,122.29354589342495,90.94179534912112,121.49236297607422,159.18511962890625,119.89408111572266,126.35114288330082,196.36927795410156
